customer_id,age,employment_length_yrs,annual_income,credit_score,dti_ratio,num_open_accounts,utilization_rate,recent_delinquencies,loan_id,loan_amount,interest_rate,loan_term_months,loan_purpose,loan_status,days_past_due,total_principal_paid,total_interest_paid,test_group,collection_segment
29ec04ae-23c2-4cb5-87b5-494198cf362e,20,0,59251.01,597,0.32,9,0.31,2,0db2069a-2488-440d-be2e-9d0b8b186edf,28365.63,0.1926,12,Debt Consolidation,Late (31-120),106,9965.3,973.33,Treatment,High-risk Agent
a81d26f0-9182-4c65-a983-2f177ca66428,39,16,20000.0,545,0.28,13,0.68,2,15afe1f4-0866-4d29-9a5c-55ba69e3c182,2008.18,0.2219,36,Medical,Default,457,470.11,285.95,Treatment,Legal/Write-off
f8e3c230-dacb-401b-ab4d-07643758cc6d,70,40,134371.25,595,0.28,16,0.06,2,ee8ae454-f731-4252-9573-eaa91462c175,31400.48,0.1937,12,Debt Consolidation,Current,4,13814.04,1375.74,Treatment,Self-cure
551cbb2e-9cef-41f2-9c33-fd0e4f3f7e11,19,0,75721.3,569,0.19,13,0.69,4,0e1ace3c-5ac3-4025-b3bc-b98086881a97,26569.71,0.2084,24,Debt Consolidation,Default,337,6241.9,2297.95,Control,Legal/Write-off
cd03b389-c101-4ae6-9776-6be9fa02ce30,41,19,45723.03,608,0.32,3,0.65,1,3cd9031e-eac3-4be8-9dca-e0dabac73a63,10211.21,0.1864,24,Debt Consolidation,Default,175,4017.15,875.33,Treatment,Legal/Write-off
a4ffc3a1-8a2c-4e6b-932f-73c7ada7dc9d,61,40,95667.29,598,0.32,15,0.32,0,ce39503d-b075-47c9-a0ba-2e0432658657,34686.81,0.192,60,Debt Consolidation,Current,25,28602.44,26550.08,Control,Self-cure
0c7b8ff9-adfd-4c65-9d10-1a75d8c212fd,47,28,37808.92,629,0.39,17,0.49,4,f7ee24fd-5aa5-44b7-a00e-5072b82a1e89,14593.51,0.1746,36,Home Improvement,Current,8,3227.31,1525.84,Control,Self-cure
1daa3ae7-848b-4d8d-ba2f-b5690ce61086,55,31,49755.29,699,0.24,3,0.24,3,eb77cca0-05c7-401e-963a-c0b1a1755b8c,17380.2,0.1351,24,Debt Consolidation,Current,11,5147.58,775.8,Control,Self-cure
a6de84b6-5166-47ee-a571-578f559124e1,19,0,92899.47,662,0.24,3,0.53,4,4ce52773-1cde-4164-9d7f-c00cbc3f1719,26318.83,0.156,36,Auto,Current,6,13833.47,5838.32,Treatment,Self-cure
c6c4a262-070a-4487-a8c2-7985262dfef3,77,40,68468.91,677,0.11,19,0.6,4,4113a0e8-0915-4d7a-aac9-9faf3ab0ad89,25929.25,0.1475,60,Home Improvement,Default,155,2954.4,1479.68,Control,Legal/Write-off
b0f610bc-4255-4bf2-96be-008c62c68fe9,38,11,20850.52,586,0.42,4,0.31,3,fccb9d89-e700-4566-8dc5-addb2d7ffd98,8593.55,0.1988,12,Auto,Default,494,2425.54,461.48,Control,Legal/Write-off
ef1da5ba-bd47-4010-8c3c-f913702a19a4,50,27,58008.71,564,0.41,3,0.27,0,55f2ced0-a53d-4c26-a3a9-870d9aac8855,21952.56,0.2112,36,Auto,Current,22,6861.37,3279.07,Control,Self-cure
1853d8ff-be39-4f83-866f-fe9e17f6c398,29,8,46662.95,588,0.31,21,0.73,1,4a0399bd-fd7c-44ab-9d5d-36c9f976c9f6,19822.48,0.1977,60,Debt Consolidation,Default,376,2603.28,2229.73,Control,Legal/Write-off
57533fd3-f988-4b7d-ba20-2b45963d5c9c,75,40,139970.12,781,0.08,16,0.74,0,f95aaf32-78d9-4905-a357-8a6bd79119c1,50000.0,0.0889,12,Auto,Current,14,8145.66,370.21,Control,Self-cure
6d93e17f-ab67-4090-93dc-773da22fa534,39,21,54023.16,560,0.2,24,0.63,3,45aeba2e-460f-4406-a7ab-5be6dee28666,7617.51,0.2135,36,Auto,Paid Off,0,7617.51,2575.51,Control,No Action
90de2792-9726-44cd-b4f9-b0a4fb6f0338,78,40,64164.72,546,0.27,19,0.66,3,542843fa-0dc1-42af-99f2-a3fa6f33c7c2,29680.53,0.2213,36,Debt Consolidation,Current,14,15494.61,5148.48,Control,Self-cure
4bbc3b5c-5308-4763-ac49-95186770f268,61,36,112704.89,594,0.4,6,0.44,0,7e77489a-b719-4414-b9da-6fe2a204c820,23601.25,0.1943,12,Auto,Current,17,15482.53,1552.71,Control,Self-cure
1b0ff283-080c-4b28-be3f-0b12739eb028,42,16,58711.75,581,0.34,17,0.55,4,dcebc300-beb8-496b-946d-8da168d87537,19111.13,0.2016,24,Other,Current,1,10836.26,3391.47,Treatment,Self-cure
8d20d635-6534-4463-aa69-4d0f0b7c93fd,66,40,48290.43,530,0.19,4,0.63,3,0a6f5a40-cc55-4b91-abf5-88200ad2c01b,23032.05,0.2304,12,Home Improvement,Current,24,8067.7,1657.84,Treatment,Self-cure
dae21059-0174-455a-add4-0bd141dd91bd,44,22,100458.38,721,0.28,17,0.36,1,a5e34690-2df7-4420-8361-62203c2dde41,34962.43,0.1227,36,Debt Consolidation,Default,426,16589.74,3211.85,Treatment,Legal/Write-off
86940309-28bd-4aa6-b525-a2be721d8c98,76,40,85547.83,632,0.2,2,0.74,0,c7c1bcaa-fe22-4898-bf64-f450b8548200,11435.02,0.1729,60,Auto,Paid Off,0,11435.02,6293.34,Treatment,No Action
13902621-00f3-4bf8-8f33-b38b71ab0617,59,32,65608.66,648,0.22,19,0.5,3,9177957a-ea8f-4085-b840-9315b53aeac6,19662.32,0.1639,24,Debt Consolidation,Default,352,3501.72,838.34,Control,Legal/Write-off
30a843c7-6c23-4b63-bd6c-e6952f9d9282,45,19,62252.51,580,0.41,21,0.58,3,8d964e67-058b-44ce-b75d-5083aa73698e,28495.42,0.2022,12,Auto,Current,4,6521.1,993.37,Treatment,Self-cure
c16e85e6-482b-44e8-9ec3-dc8b645ca693,77,40,45920.45,521,0.42,9,0.53,4,c33169f4-83d6-4b24-9d22-12246a5e360e,12161.47,0.2354,12,Home Improvement,Default,248,4440.46,870.15,Treatment,Legal/Write-off
c30c4750-b903-492e-82f8-1fc88707c4b6,33,11,38799.91,504,0.46,3,0.57,4,74d7d544-8cb6-4de1-b563-d07cf088e5d4,17040.27,0.245,24,Home Improvement,Current,28,7976.48,2099.01,Control,Self-cure
168e07b1-68c2-492b-bb49-2d137b4969f3,32,12,50100.75,537,0.33,13,0.8,1,15740a09-007d-49ef-a23d-c132513bbdc7,20925.74,0.2264,60,Debt Consolidation,Current,14,7859.47,7862.36,Control,Self-cure
c210ee6b-8050-4325-a1ee-c9c9716edefe,79,40,72596.22,624,0.38,24,0.51,3,ad05a589-ec31-4983-9efd-ecccb113474d,33581.04,0.1774,60,Debt Consolidation,Current,28,16653.93,8477.66,Treatment,Self-cure
77ca275d-2ceb-417b-a0f7-7b7c2fdbe0df,79,40,151178.15,718,0.18,18,0.44,1,21ff2363-25e8-4f90-9e51-7516f619503c,31026.2,0.1244,24,Auto,Current,12,6062.8,1066.13,Treatment,Self-cure
65904753-a826-4e93-b7b2-7b4b611ebbc6,64,37,76780.27,641,0.25,20,0.5,2,4cf2293a-43c7-480d-9551-d5cb9496a202,22928.28,0.1678,60,Home Improvement,Current,25,10173.04,5478.19,Control,Self-cure
cda594f3-2fe8-4641-9892-92d680c5643e,79,40,122694.4,587,0.27,15,0.44,1,033d75ae-95cd-4298-93d7-1554bee38143,28720.8,0.1982,12,Auto,Current,25,23527.78,3480.14,Control,Self-cure
dc64e3bc-d00a-4f68-925e-c385dbc89621,68,40,72019.89,606,0.3,2,0.21,3,1925b414-50ce-4d22-805b-269b35145f86,22593.17,0.1875,12,Debt Consolidation,Current,16,5021.61,569.03,Treatment,Self-cure
839653ce-6403-4b69-8348-f2dedd51ced7,61,40,113339.64,600,0.17,21,0.81,0,a06e7b3d-f174-4612-829e-1e7e3cdd3a2f,12200.92,0.1909,36,Auto,Default,171,5305.0,2604.09,Control,Legal/Write-off
7aecf789-9be9-4da6-81e5-4004f3346b16,72,40,91013.57,647,0.25,12,0.67,2,8fbd40a8-4875-4468-be17-b48382766db0,17899.57,0.1644,12,Debt Consolidation,Default,207,5541.83,734.84,Control,Legal/Write-off
89125618-b201-40e4-a3c9-c1b307ad904a,69,40,72890.26,631,0.43,7,0.72,4,0a12b2a1-2162-4461-b6ad-d16c50602d59,35688.13,0.1734,60,Debt Consolidation,Current,2,26970.14,19053.65,Control,Self-cure
53286709-abe7-4f1a-bd80-4561653d1afa,74,40,75611.11,551,0.22,11,0.33,2,303413a4-2bcc-4bc9-a82f-b8787a8fa1ba,25802.45,0.2185,24,Medical,Default,233,7380.56,2771.93,Control,Legal/Write-off
469bd920-7c64-4b2e-8537-af866c6315a5,20,0,27523.09,606,0.16,22,0.78,3,4e8c7352-aee7-4cfb-aa46-6e19eb683f7e,4660.48,0.1875,12,Auto,Paid Off,0,4660.48,529.32,Control,No Action
c6be92e6-d5cd-464c-9ead-e49683ec9fff,54,35,80294.62,732,0.11,15,0.78,0,c84fa06a-14c0-4b84-9e21-a8d4644ff099,24355.54,0.1165,60,Medical,Current,17,17282.66,7885.82,Control,Self-cure
6c0028c8-6188-44c9-b73d-4feef6bc3409,68,40,70255.76,646,0.54,7,0.67,1,83502602-eaf0-42f8-bbc5-364b2e421cc4,26640.62,0.165,60,Debt Consolidation,Current,7,14316.79,9201.52,Control,Self-cure
1e6e6409-acee-4018-bccc-efd39bc6389b,24,2,35918.37,559,0.37,22,0.86,4,9570b929-77be-48b3-ac84-a9397905b787,12265.71,0.214,24,Auto,Late (31-120),88,3747.58,1328.71,Treatment,High-risk Agent
a835b069-2163-41da-ab3f-7bccd7e40707,38,18,92339.83,612,0.27,8,0.65,1,8bd3a65e-ca67-4a70-a78f-ae39663f855f,27773.02,0.1841,60,Home Improvement,Current,11,4145.89,3398.63,Treatment,Self-cure
ce011162-bfa4-4500-83ed-e2b74e58624f,26,0,25207.38,545,0.33,23,0.38,0,d1add6a7-93e9-4efc-9bc7-8faeeac7d4e2,9316.25,0.2219,36,Debt Consolidation,Late (31-120),80,2107.92,1332.99,Treatment,High-risk Agent
520cda51-c8eb-47f1-b750-0ee99d10b6ab,56,34,51469.88,546,0.35,23,0.65,0,e2499913-5e26-41d7-8073-63857ac8c8de,8584.01,0.2213,24,Medical,Current,1,4860.28,1206.27,Treatment,Self-cure
1be1e979-0fb3-4592-8e3c-a30f56da2269,35,16,86151.22,634,0.22,24,0.27,0,6f69e2bc-2afc-4c7c-b28d-e22f02ef104b,23715.26,0.1717,24,Debt Consolidation,Current,16,9225.29,1772.71,Treatment,Self-cure
3ccf3e0a-fd85-4ad1-8d2b-e7cfe33633a6,21,1,52457.65,528,0.28,12,0.44,0,f5aa0a97-b04b-4ba7-8159-ba2df56cde9e,20988.54,0.2315,24,Debt Consolidation,Current,18,6805.29,1754.93,Treatment,Self-cure
6ced35ee-2c13-4bcc-8057-c87517f54304,42,16,53963.9,492,0.34,6,0.65,3,35fd94f8-6a43-4b54-a6c3-389fbdacd7bd,17904.27,0.2518,12,Home Improvement,Current,1,3427.43,816.45,Treatment,Self-cure
11de2552-1e8a-4ea7-a800-1e6a09af8226,77,40,88920.84,635,0.21,14,0.51,3,937d317a-62ab-4418-91d8-fd4a7f8ed823,41126.94,0.1712,60,Debt Consolidation,Default,288,17580.19,10117.8,Control,Legal/Write-off
5e780c5b-9eb5-447d-bee6-f3657c28cff4,31,12,54160.5,588,0.27,5,0.6,3,683aa84d-385d-4cee-98fc-8073304148a0,15029.78,0.1977,60,Other,Paid Off,0,15029.78,12386.15,Treatment,No Action
09549a43-9d97-4a9c-8c9f-7921e1c184f4,67,40,33245.3,535,0.37,4,0.2,1,5334a18a-4b27-4207-a657-111d252a40a2,5082.26,0.2275,60,Home Improvement,Default,264,2267.39,1760.96,Control,Legal/Write-off
85510d2e-eec2-4503-b55c-dc7874bd9270,75,40,64561.21,534,0.23,24,0.52,1,729cc522-3aa5-4108-aa47-9b1335ab60cb,7715.3,0.2281,12,Debt Consolidation,Current,6,1011.37,170.23,Treatment,Self-cure
2bcd1836-76d8-4207-bfc3-4f6e6651c9cd,26,0,105689.5,657,0.53,4,0.56,2,726ac89b-00ab-4c0c-a049-f149915e23f6,30753.3,0.1588,12,Other,Current,7,19256.9,2479.78,Treatment,Self-cure
c7c79641-1dd5-4fbf-b618-389d220376e4,43,24,40148.4,522,0.41,9,0.71,4,1795aa2b-1f20-4555-b466-a1b2c9da0d0d,11041.98,0.2349,24,Debt Consolidation,Default,220,2389.81,798.56,Treatment,Legal/Write-off
3289d5b7-62e0-4b65-b349-e1c56b0194ab,70,40,62370.61,589,0.18,15,0.67,1,29bbde93-e758-445c-9d81-a5edf09974d9,12636.61,0.1971,12,Auto,Current,11,10424.07,1120.29,Control,Self-cure
a4f2248e-7ef4-4bd5-8a89-a4490fdc0012,19,0,33496.28,652,0.03,18,0.51,2,54f1ea0b-8eab-442c-b982-fdfca7189d66,11261.66,0.1616,12,Debt Consolidation,Current,27,6462.59,823.6,Control,Self-cure
f9b8f347-44fb-46aa-8072-37aed6e3bf90,37,15,50336.83,615,0.22,7,0.41,0,edac8fd6-3c10-4943-8ec9-1d38e4835e98,10070.91,0.1825,24,Debt Consolidation,Late (31-120),109,1389.81,478.18,Treatment,High-risk Agent
eeba7afa-fc51-4eb9-832e-f61367065e5b,45,26,42550.15,506,0.42,20,0.68,0,c0e95e66-7102-4af7-96f4-48e0111e7f27,7936.81,0.2439,24,Debt Consolidation,Default,295,1327.43,490.21,Control,Legal/Write-off
63c599b1-bd8c-48d5-bfee-7671708d7600,64,37,87848.65,560,0.37,16,0.47,1,06e7bc20-e2df-414e-8f04-7270cc8de0a3,30649.27,0.2135,12,Debt Consolidation,Current,8,5479.73,1116.25,Control,Self-cure
19ad6496-18f8-4b93-ae8b-fb6825bb083d,77,40,86565.51,629,0.27,11,0.66,3,9c4280bf-88f9-45e4-90f6-723b620af4ca,41376.31,0.1746,12,Debt Consolidation,Late (31-120),53,14059.18,1938.78,Control,High-risk Agent
c027ddbd-def6-4107-a59e-0c2ef9705b21,24,0,67966.74,533,0.27,4,0.64,2,0d4c2618-b233-4b46-887b-a585b9003f01,12309.44,0.2287,60,Auto,Default,183,3389.14,3238.28,Treatment,Legal/Write-off
1d2a50f8-565c-402f-b21a-42460594b594,61,34,39518.71,471,0.27,8,0.6,4,58337472-a929-4f59-ae21-3adce00e8b46,6841.83,0.2636,60,Auto,Current,6,4528.5,3924.37,Treatment,Self-cure
9374d511-7c4a-496a-a09b-e81470ef9db8,78,40,66824.81,627,0.25,3,0.32,2,f3b1a40b-559a-4d0f-ad37-55c6f044d4e8,20564.67,0.1757,12,Debt Consolidation,Current,17,13930.21,1734.89,Treatment,Self-cure
31dd0593-3b35-4e3a-8822-1b2f1ed4fa55,25,0,41653.42,589,0.2,21,0.73,3,480f7e61-5178-473b-b6dd-f9f9e73e75ee,6155.34,0.1971,36,Debt Consolidation,Default,301,508.18,241.54,Control,Legal/Write-off
d2212332-4448-4d97-8be7-c9647b7fde94,64,40,86493.41,644,0.24,5,0.58,3,84fefb5d-d7e8-4bd8-a0c1-199f220e0fa4,18824.01,0.1661,12,Debt Consolidation,Paid Off,0,18824.01,2806.2,Control,No Action
b54bd17c-b7a1-4ad2-9cc3-3785728c9167,52,25,41084.63,586,0.44,3,0.93,1,b7b7986f-c594-4990-9d36-dacf2fb9ad9f,20390.46,0.1988,60,Debt Consolidation,Current,22,11640.9,9938.67,Treatment,Self-cure
20714012-351a-48da-a395-41119604d1f8,31,8,78262.74,610,0.22,20,0.6,3,e52108c4-b0e9-467e-9f1a-8e7b340b93ea,34155.22,0.1853,24,Debt Consolidation,Late (31-120),113,4986.79,1529.82,Control,High-risk Agent
5e3311f3-f1f1-4477-a636-af39ec5b2c0c,34,10,92337.7,595,0.36,9,0.63,3,8dfa4a45-d56c-4077-b8c0-f3ac1772bbda,35314.47,0.1937,12,Debt Consolidation,Default,375,17247.73,3257.68,Control,Legal/Write-off
5942e308-82be-45c8-957a-6d88f1c01882,53,26,37630.26,594,0.38,3,0.21,4,9df49014-8104-4211-87a2-f2c943bd97a4,4154.74,0.1943,36,Debt Consolidation,Default,486,1522.85,463.7,Control,Legal/Write-off
b0149f95-2112-4745-8280-733568ba54bc,67,40,55523.61,665,0.16,10,0.51,3,ae682e15-1925-4f48-9eee-8db79307ea8b,11439.5,0.1543,36,Debt Consolidation,Current,18,4669.0,2044.46,Control,Self-cure
9cef6ab9-edad-42b4-bdc0-07cc48c83d64,57,34,49218.96,556,0.24,17,0.47,0,f848e377-d539-4860-a42a-079646066448,16137.29,0.2157,36,Debt Consolidation,Current,13,13197.02,6097.71,Control,Self-cure
1e4f0a3d-6dd4-4b35-a3b6-95c37609ba9b,21,0,167074.17,658,0.38,21,0.62,3,9fd2e1a5-8671-4bee-9d33-71493ddf726f,50000.0,0.1582,60,Debt Consolidation,Late (31-120),113,1513.16,706.46,Control,High-risk Agent
22eb5d10-c804-43fc-b5ca-2286b9b2dac3,19,0,35420.64,510,0.25,21,0.64,0,8a85939b-26a3-4fe5-9852-39268a49fd61,13011.77,0.2416,12,Debt Consolidation,Current,20,10591.05,1417.49,Control,Self-cure
a9aa4671-13d5-455b-8f05-c58c3c42d1f3,79,40,185129.84,686,0.25,11,0.63,4,8d555c65-0916-40f9-914e-a7f5ae422be5,32246.79,0.1424,24,Other,Default,257,2631.08,741.99,Treatment,Legal/Write-off
29925cd5-824d-4e99-9e15-86ad950496f2,23,5,24262.42,564,0.52,9,0.96,1,c55891c8-afad-40f6-863a-21acc643b224,6951.54,0.2112,24,Auto,Default,226,3211.79,1326.56,Control,Legal/Write-off
9332f850-a5f2-4d24-b903-3e262a5b96ea,71,40,45034.07,470,0.46,11,0.45,0,89251c29-33b9-4c62-a212-15f02655963b,8079.23,0.2642,12,Other,Late (31-120),61,132.02,34.68,Treatment,High-risk Agent
0b7d3a77-410d-4ae0-b63b-bd219394001f,59,38,46476.3,600,0.31,24,0.69,1,5d41e055-9b0a-4870-b1e3-09d33cd6dcce,21817.28,0.1909,12,Debt Consolidation,Default,381,8004.77,1223.12,Control,Legal/Write-off
fa85eff2-138c-4ed7-ae94-03213ce395ca,21,0,29353.16,592,0.39,7,0.64,1,3d7dbfd1-149b-42bc-9b79-ab6d6eefd56a,9480.08,0.1954,12,Debt Consolidation,Current,28,5274.67,775.79,Control,Self-cure
cca16214-f240-4e02-9207-1009fa083e37,71,40,64605.23,508,0.34,1,0.97,0,3b87fce5-1b35-4c31-bd8f-864268a0b5b9,16545.64,0.2428,12,Auto,Paid Off,0,16545.64,3361.02,Treatment,No Action
8ae904ce-540f-4eae-8ce4-71cc5c367804,46,27,40360.66,523,0.44,14,0.71,2,d2d45b54-e536-4ba7-9b00-c76dc6e88e42,18856.8,0.2343,24,Debt Consolidation,Paid Off,0,18856.8,5876.48,Treatment,No Action
956ce241-b500-477e-b4cf-3886fb634101,35,17,34211.91,569,0.11,11,0.65,3,6fa7b8c0-e5c7-4c0b-aa91-d6ea7c151deb,15791.68,0.2084,36,Debt Consolidation,Default,214,690.15,283.09,Treatment,Legal/Write-off
8e650c08-d947-46f8-b497-c1d3b7d8f7e2,43,18,99631.73,629,0.27,14,0.65,4,204e3b1f-819b-4e63-9ee5-a8cd5bbfe9f7,30052.94,0.1746,36,Home Improvement,Current,22,23073.34,9414.61,Control,Self-cure
375f9879-df47-4665-9d41-2f4401187e69,61,36,123240.97,688,0.05,23,0.61,1,54d74822-6923-4c59-92d9-d043721632c3,46179.77,0.1413,24,Debt Consolidation,Current,26,6543.32,1727.54,Treatment,Self-cure
7f7bf688-8bf3-43a7-be9d-75065378131f,51,27,97211.88,626,0.3,18,0.77,2,289a4fa9-670b-4885-9cc7-2c6a6f2b75e4,22119.39,0.1763,60,Auto,Current,20,9325.4,8061.49,Treatment,Self-cure
7002c767-6547-455b-bcce-97409886b2b0,27,2,61821.07,658,0.25,9,0.29,1,a72a89cb-b334-4f51-be75-6ef27e359496,13790.14,0.1582,60,Medical,Current,28,3530.17,1874.9,Treatment,Self-cure
e00a3918-5d82-43aa-8355-a6d813522487,79,40,83815.36,603,0.43,12,0.42,2,934d8e45-93ed-4b2f-ade7-156c56cb2abc,26806.24,0.1892,60,Debt Consolidation,Current,19,6091.73,5472.05,Treatment,Self-cure
8e6ede1d-43b4-4d42-b58c-6710af0446fb,53,34,48121.52,531,0.41,14,0.9,4,0f32863a-85c9-405a-910d-b4853ceec845,21108.88,0.2298,12,Debt Consolidation,Current,2,13494.2,1752.3,Treatment,Self-cure
3a4347d0-0185-4a15-b879-3fe741de49c6,31,7,30743.11,508,0.29,12,0.18,2,cf7b96b0-5be0-48aa-aa1f-91539f638a17,10417.73,0.2428,60,Home Improvement,Default,281,2688.7,1858.44,Treatment,Legal/Write-off
03e5b218-fdde-4576-9f02-eb908ff937f7,48,23,70368.28,641,0.24,3,0.45,4,bc38e812-b125-4752-8f15-5150cf4323fe,19957.54,0.1678,60,Auto,Default,329,2965.26,2430.98,Control,Legal/Write-off
f75d5007-6649-4db0-abb3-27fdbf46d376,65,40,38684.13,571,0.35,9,0.55,3,72faae61-5be7-4915-b89b-973b226fa109,14145.11,0.2073,12,Debt Consolidation,Default,219,5049.75,1011.85,Control,Legal/Write-off
7f5792a4-0c10-4d35-80fc-9abae7c872e6,32,5,30425.6,593,0.25,16,0.47,2,f1e6a8f7-bf62-4392-b1a6-ceac1887f878,12928.36,0.1949,24,Auto,Current,8,7575.73,1651.65,Control,Self-cure
a10858c1-147d-4d36-9a13-78dc73345e2d,25,0,82988.44,649,0.27,21,0.78,1,e4e4db22-f543-4489-a47d-910833622dec,34434.97,0.1633,60,Debt Consolidation,Late (31-120),47,1999.25,1561.05,Control,High-risk Agent
1f3bb16f-6a27-4baa-b6f6-60577cf1c45e,31,10,128069.01,566,0.45,4,0.62,3,0d8e11a6-d4d3-4440-b228-01a367b4cb97,31791.66,0.2101,24,Auto,Default,172,12734.15,3966.26,Treatment,Legal/Write-off
ea3adad4-335f-463c-be0c-c587d29347cd,40,19,65949.7,542,0.25,21,0.47,1,cf392886-5af8-4f51-a6ab-a37e18ebaff3,31277.55,0.2236,36,Debt Consolidation,Current,10,6045.05,3726.1,Treatment,Self-cure
a4dd1100-eac5-4ea0-9066-3ccccc81603b,77,40,136383.84,625,0.24,13,0.35,1,d218b08e-f5ac-4eaa-8d5b-9d365d15e3f2,14498.07,0.1768,24,Debt Consolidation,Late (31-120),78,3928.41,897.42,Treatment,High-risk Agent
e1e51435-ffcd-49c0-a404-660e59cb9b1f,74,40,67310.79,560,0.29,18,0.59,3,9717df30-6a96-4a88-ad5c-3b12a68e7111,18868.27,0.2135,12,Debt Consolidation,Default,151,5848.71,1064.89,Control,Legal/Write-off
